ENTIDAD,MUNICIPIO,PARTIDO,PRESIDENTE_MUNICIPAL,PERIODO_FORMATO_ORIGINAL,Year
MICHOACAN DE OCAMPO,ERONGARICUARO,COAL,JUAN CALDERON CASTILLEJO,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,ERONGARICUARO,PRD,ABIMELEC URUETA CARRILLO,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,ERONGARICUARO,PRD,ABRAHAM FIGUEROA MAGAÑA,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,ERONGARICUARO,PRI,ADRIAN MARCIAL MELGOZA NOVOA,del 01-Sep-2018 al 31-Ago-2021,2018
MICHOACAN DE OCAMPO,ERONGARICUARO,PRI,ANTONIO LOPEZ GAONA,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,ERONGARICUARO,PRI,MANUEL RUIZ LOPEZ,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,ERONGARICUARO,PRI,SALVADOR CAMPOS RANGEL,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,GABRIEL ZAMORA,CC,J JESUS BORJAS INFANTE,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,GABRIEL ZAMORA,COAL,JORGE GUTIERREZ SANCHEZ,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,GABRIEL ZAMORA,COAL,JUAN ALBERTO ANDALLA HERNANDEZ,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,GABRIEL ZAMORA,COAL,JUAN FRANCISCO VILLANUEVA MORA,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,GABRIEL ZAMORA,CUPM,REFUGIO VILLANUEVA MORA,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,GABRIEL ZAMORA,PRD,JOSE FRANCISCO SANTACRUZ ESTRADA,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,GABRIEL ZAMORA,PRD,RODOLFO SANTACRUZ PARRA,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,GABRIEL ZAMORA,PRI,J JESUS BORJAS INFANTE,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,GABRIEL ZAMORA,PRI,LUIS ARCILA JUAREZ,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,GABRIEL ZAMORA,PRI,MIROSLAVA MEZA VIRRUETA,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,HIDALGO,CC,SALVADOR PEÑA RAMIREZ,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,HIDALGO,COAL,JOSE LUIS TELLEZ MARIN,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,HIDALGO,COAL,JOSE LUIS TELLEZ MARIN,del 01-Sep-2021 al 31-Ago-2024,2021
MICHOACAN DE OCAMPO,HIDALGO,COAL,RUBEN PADILLA SOTO,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,HIDALGO,COALICIoN,LUIS OLVERA CORREA,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,HIDALGO,PAN,EVERARDO PADILLA LOPEZ,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,HIDALGO,PAN,JOSE LUIS AVILA FRANCO,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,HIDALGO,PAN,SERGIO SOLIS SUAREZ,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,HIDALGO,PAN,SERGIO SOLIS SUAREZ,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,HIDALGO,PRI,SERGIO LOPEZ MELCHOR,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,HUANDACAREO,COAL,CELEDONIA GUZMAN HERRERA,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,HUANDACAREO,COAL,HUMBERTO GONZALEZ VILLAGOMEZ,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,HUANDACAREO,COALICIoN,ENRIQUE GARCIA HUERTA,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,HUANDACAREO,CUPM,JUAN DIAZ RAMIREZ,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,HUANDACAREO,PAN,JOSE REFUGIO MANRIQUEZ DIAZ,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,HUANDACAREO,PRD,HUMBERTO GONZALEZ VILLAGOMEZ,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,HUANDACAREO,PRI,A BALTAZAR DIAZ MARTINEZ,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,HUANDACAREO,PRI,ALFREDO ROSALES ROSALES,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,HUANDACAREO,PRI,JUAN DIAZ RANGEL,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,HUANDACAREO,PRI,RAFAEL AYALA GARCIA,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,HUANIQUEO,CI,FRANCISCO CONTRERAS VASQUES,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,HUANIQUEO,COAL,ENRIQUE RODRIGUEZ CERVANTES,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,HUANIQUEO,COAL,HERIBERTO AMBRIS TOVAR,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,HUANIQUEO,COAL,MA TRINIDAD VAZQUEZ HERRERA,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,HUANIQUEO,CUPM,ARMANDO HURTADO AREVALO,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,HUANIQUEO,PAN,MARIA EUGENIA ROSAS GONZALEZ,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,HUANIQUEO,PRD,ARMANDO HURTADO AREVALO,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,HUANIQUEO,PRD,AUDEL MORALES ZAMUDIO,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,HUANIQUEO,PRD,HERIBERTO LUGO CONTRERAS,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,HUANIQUEO,PRD,OSVALDO HERNANDEZ LOPEZ,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,HUETAMO,CC,DALIA SANTANA PINEDA,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,HUETAMO,COAL,JUAN LUIS GARCIA CONEJO,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,HUETAMO,COAL,PABLO VARONA ESTRADA,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,HUETAMO,PRD,ANTONIO GARCIA CONEJO,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,HUETAMO,PRD,ELIAS IBARRA TORRES,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,HUETAMO,PRI,ANDRES CORONA SANCHEZ,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,HUETAMO,PRI,ARTURO ACOSTA MORA,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,HUETAMO,PRI,ARTURO ACOSTA MORA,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,HUETAMO,PRI,CUITLAHUAC SANTOS SIERRA,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,HUETAMO,PRI,ROBERTO GARCIA SIERRA,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,HUIRAMBA,CC,CERVANDO GARCIA SOLORZANO,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,HUIRAMBA,COAL,ALEJANDRO GARCIA SERNA,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,HUIRAMBA,COAL,JOSE HUMBERTO GARCIA DOMINGUEZ,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,HUIRAMBA,CUPM,GONZALO PIÑON FUERTE,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,HUIRAMBA,PRD,BERNARDO GUTIERREZ DOMINGUEZ,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,HUIRAMBA,PRD,DANIEL RANGEL PIÑON,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,HUIRAMBA,PRD,JOSE IGNACIO CERNA CALDERON,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,HUIRAMBA,PRI,BULMARO RAMIREZ RAMIREZ,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,HUIRAMBA,PRI,JOSUE GERARDO FUENTES GUTIERREZ,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,HUIRAMBA,PRI,MARIA ROCIO DOMINGUEZ NAMBO,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,INDAPARAPEO,CC,J ANTONIO LOPEZ LEON,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,INDAPARAPEO,COAL,ALEJANDRO GAMEZ VEGA,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,INDAPARAPEO,COAL,EVERARDO PONCE GAMIÑO,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,INDAPARAPEO,COAL,MARIA TERESA PEREZ ROMERO,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,INDAPARAPEO,COALICIoN,J ANTONIO LOPEZ LEON,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,INDAPARAPEO,CUPM,RENE ELISEO RODRIGUEZ FIGUEROA,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,INDAPARAPEO,PRI,CARLOS GRACIANO ZAMUDIO,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,INDAPARAPEO,PRI,FERNANDO MARTINEZ POZOS,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,INDAPARAPEO,PRI,J ANTONIO LOPEZ LEON,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,INDAPARAPEO,PVEM,ERICK MAGAÑA GARCIDUEÑAS,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,IRIMBO,CC,JOSE JAIME LOPEZ SOTO,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,IRIMBO,COAL,FERNANDO PALOMINO ANDRADE,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,IRIMBO,COAL,JOSE IGNACIO LOPEZ SAENZ,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,IRIMBO,COAL,NORBERTO ANTONIO MARTINEZ SOTO,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,IRIMBO,COALICIoN,MARCO ANTONIO SANDOVAL SOTO,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,IRIMBO,CUPM,JOSE LUIS MERLOS SANCHEZ,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,IRIMBO,PRD,MIGUEL GARCIA HERNANDEZ,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,IRIMBO,PRI,IGNACIO SANCHEZ CASTILLO,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,IRIMBO,PRI,MARICELA NIEVES CORDERO,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,IRIMBO,PRI,OMAR LOPEZ ESQUIVEL,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,IXTLAN,CC,GAUDENCIA ODILIA ROMERO ALONSO,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,IXTLAN,COAL,ANGEL RAFAEL MACIAS MORA,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,IXTLAN,COAL,ANGEL RAFAEL MACIAS MORA,del 01-Sep-2018 al 31-Ago-2021,2018
MICHOACAN DE OCAMPO,IXTLAN,COAL,CESAR ENOC TAMAYO HERRERA,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,IXTLAN,CUPM,RAFAEL MACIAS VILLASEÑOR,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,IXTLAN,PRD,ALFREDO TORIBIO BAROJAS,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,IXTLAN,PRD,BENJAMIN CERVANTES GONZALEZ,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,IXTLAN,PRD,FRANCISCO JAVIER GIL CHAVEZ,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,IXTLAN,PRI,GUILLERMO CERVANTES RAMIREZ,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,IXTLAN,PRI,GUILLERMO OROPEZA TORRES,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,JACONA,CC,MARTIN ARREDONDO DELGADO,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,JACONA,COAL,ISIDORO MOSQUEDA ESTRADA,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,JACONA,COALICIoN,GREGORIO RODILES DUARTE,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,JACONA,PAN,MARTIN ESPINOZA VIDALES,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,JACONA,PFCRN,ANGELBERTO PEREZ BERBER,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,JACONA,PMC,RUBEN CABRERA RAMIREZ,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,JACONA,PRI,ADRIANA CAMPOS HUIRACHE,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,JACONA,PRI,ANTONIO CHAVEZ CACHO,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,JACONA,PRI,JOSE ARTEMIO CASTILLO REYES,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,JACONA,PRI,JOSE TORRES ZAMUDIO,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,JIMENEZ,CC,LUIS FELIPE LEON BALBANERA,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,JIMENEZ,COAL,ARTURO LEON BALVANERA,del 01-Sep-2018 al 31-Ago-2021,2018
MICHOACAN DE OCAMPO,JIMENEZ,COAL,JOSE LUIS HERNANDEZ RIVERA,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,JIMENEZ,COAL,MARIA MUÑOZ LEDO VIVEROS,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,JIMENEZ,COALICIoN,JORGE LEON PALOMARES,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,JIMENEZ,PRD,ANTONIO CALVILLO VILLANUEVA,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,JIMENEZ,PRD,ARTURO LEON BALVANERA,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,JIMENEZ,PRI,ISIDRO ESQUIVEL AMBRIZ,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,JIMENEZ,PRI,JOSE LUIS HERNANDEZ RIVERA,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,JIMENEZ,PRI,RAFAEL GALLARDO CONTRERAS,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,JIQUILPAN,COAL,FRANCISCO MORA CIPRES,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,JIQUILPAN,COAL,JOSE FRANCISCO ALVAREZ CORTES,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,JIQUILPAN,COAL,ROBERTO MEJIA ZEPEDA,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,JIQUILPAN,COALICIoN,JUAN MANUEL FIGUEROA CEJA,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,JIQUILPAN,CUPM,LUIS FELIPE HERRERA ARTEAGA,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,JIQUILPAN,PMC,JOSE ELIAS BARAJAS BAUTISTA,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,JIQUILPAN,PRD,FRANCISCO MORA CIPRES,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,JIQUILPAN,PRI,FAUSTO HERNANDEZ GUZMAN,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,JIQUILPAN,PRI,JOSE CLEMENTE COVARRUBIAS CASTILLO,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,JIQUILPAN,PRI,JUAN MANUEL FIGUEROA CEJA,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,JOSE SIXTO VERDUZCO,COAL,JUAN MANUEL POLINA ARRIAGA,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,JOSE SIXTO VERDUZCO,CUPM,GUSTAVO AVILA VAZQUEZ,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,JOSE SIXTO VERDUZCO,PRD,ENRIQUE TORRES CUADROS,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,JOSE SIXTO VERDUZCO,PRD,GUSTAVO AVILA VAZQUEZ,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,JOSE SIXTO VERDUZCO,PRD,JOSE M TORRES ROBLEDO,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,JOSE SIXTO VERDUZCO,PRD,MARIANO ROBLEDO POLINA,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,JOSE SIXTO VERDUZCO,PRI,ALEJANDRO AVILEZ VALADEZ,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,JOSE SIXTO VERDUZCO,PRI,SALVADOR AGABO PEREZ,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,JOSE SIXTO VERDUZCO,PVEM,RUBEN ROBLEDO AGABO,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,JOSE SIXTO VERDUZCO,PVEM,RUBEN ROBLEDO AGABO,del 01-Sep-2021 al 31-Ago-2024,2021
MICHOACAN DE OCAMPO,JUAREZ,CC,DAGOBERTO DURAN HERNANDEZ,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,JUAREZ,COAL,ALBERTANO HERNANDEZ CASTRO,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,JUAREZ,COALICIoN,JUAN MARTINEZ ARROYO,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,JUAREZ,CUPM,JOSE TRINIDAD ESTRADA RUIZ,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,JUAREZ,PMC,JOSE ANTONIO MACHUCA ULLOA,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,JUAREZ,PRD,ANACLETO GARCIA ESCOBAR,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,JUAREZ,PRI,MARIO MIRANDA AVILES,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,JUAREZ,PT,ANTONIO MIRALRIO RANGEL,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,JUAREZ,PVEM,CORNELIO RIOS PANIAGUA,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,JUAREZ,PVEM,CORNELIO RIOS PANIAGUA,del 01-Sep-2021 al 31-Ago-2024,2021
MICHOACAN DE OCAMPO,JUNGAPEO,CC,CARLOS RODRIGUEZ ITURBE,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,JUNGAPEO,COAL,JAVIER HERNANDEZ RIVERA,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,JUNGAPEO,COAL,JOSE LUGO RODRIGUEZ,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,JUNGAPEO,COAL,NORMA ANGELICA YAÑEZ SIERRA,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,JUNGAPEO,CUPM,EMILIANO VELAZQUEZ ESQUIVEL,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,JUNGAPEO,PRD,HIMMLLER PALOMINO GARCIA,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,JUNGAPEO,PRD,J GUADALUPE ROJAS HERNANDEZ,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,JUNGAPEO,PRI,FRANCISCO JAVIER AYALA SANCHEZ,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,JUNGAPEO,PRI,JUAN TELLO ESPINOZA,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,JUNGAPEO,PRI,OCTAVIO SERNA FRASCO,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,LA HUACANA,CC,ALFONSO MENDEZ CHAVEZ,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,LA HUACANA,COAL,LINO PAZ ROSAS,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,LA HUACANA,COAL,RUBEN DE JESUS GONZALEZ GOMEZ,del 01-Sep-2021 al 31-Ago-2024,2021
MICHOACAN DE OCAMPO,LA HUACANA,PRD,LUIS MARIO ROMERO TINOCO,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,LA HUACANA,PRI,ARMANDO CORONA GONZALEZ,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,LA HUACANA,PRI,IGNACIO BANDERAS GARCIA,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,LA HUACANA,PRI,OBED NUÑEZ HERNANDEZ,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,LA HUACANA,PRI,RAMIRO RUBIO ESQUIVEL,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,LA HUACANA,PRI,RUBEN DE JESUS GONZALEZ GOMEZ,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,LA HUACANA,PRI,SALOMON FERNANDO ROSALES REYES,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,LA PIEDAD,CC,HUGO ANAYA AVILA,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,LA PIEDAD,COAL,ALEJANDRO ESPINOZA AVILA,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,LA PIEDAD,COAL,JUAN MANUEL ESTRADA MEDINA,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,LA PIEDAD,COAL,SAMUEL DAVID HIDALGO GALLARDO,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,LA PIEDAD,PAN,RAUL GARCIA CASTILLO,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,LA PIEDAD,PAN,RICARDO GUZMAN ROMERO,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,LA PIEDAD,PAN,SERGIO ARTURO TORRES SANTOS,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,LA PIEDAD,PRI,JAIME MARES CAMARENA,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,LA PIEDAD,PRI,JOSE ADOLFO MENA ROJAS,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,LA PIEDAD,PRI,RAMON MAYA MORALES,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,LAGUNILLAS,COAL,MARIA MACARENA CHAVEZ FLORES,del 01-Sep-2018 al 31-Ago-2021,2019
MICHOACAN DE OCAMPO,LAGUNILLAS,COAL,PEDRO GARCIA CHAVEZ,del 01-Ene-2012 al 14-Ago-2015,2012
MICHOACAN DE OCAMPO,LAGUNILLAS,COALICIoN,GUSTAVO FARIAS CHAVEZ,del 01-Ene-2005 al 31-Dic-2007,2005
MICHOACAN DE OCAMPO,LAGUNILLAS,CUPM,PEDRO GARCIA CHAVEZ,del 01-Ene-2002 al 31-Dic-2004,2002
MICHOACAN DE OCAMPO,LAGUNILLAS,PAN,MOISES CHAVEZ AGUIRRE,del 01-Sep-2015 al 31-Ago-2018,2016
MICHOACAN DE OCAMPO,LAGUNILLAS,PES,OCTAVIO CHAVEZ AGUIRRE,del 01-Sep-2021 al 31-Ago-2024,2022
MICHOACAN DE OCAMPO,LAGUNILLAS,PRD,PEDRO GARCIA CHAVEZ,del 01-Ene-1993 al 31-Dic-1995,1993
MICHOACAN DE OCAMPO,LAGUNILLAS,PRI,JOSE CARLOS PONCE AVILA,del 01-Ene-1999 al 31-Dic-2001,1999
MICHOACAN DE OCAMPO,LAGUNILLAS,PRI,JOSE JESUS AVILA FUERTE,del 01-Ene-1996 al 31-Dic-1998,1996
MICHOACAN DE OCAMPO,LAGUNILLAS,PRI,JOSE JESUS AVILA FUERTE,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,LAZARO CARDENAS,COAL,ADOLFO TOVAR ONTIVEROS,del 01-Ene-2008 al 31-Dic-2011,2008
MICHOACAN DE OCAMPO,LAZARO CARDENAS,COAL,ARMANDO CARRILLO BARRAGAN,del 01-Sep-2015 al 31-Ago-2018,2016
